name,img,img_analysis,threeD,in:Iteration,in:Grid Type,in:FAR,in:Density Distribution (%),in:Greenspace (%),in:Park Attractor (type),in:Building Type (type),out:Landmark View (sm),out:Daylighting,out:Energy Efficiency Ratio,out:Hours Add. Comfort,out:Surprise,out:Population
Design Space,images/image_01446.png,images/analysis_01446.png,json/01446.json,1446,0,7.6,1.5 To 1.0,0.3,1,2,1084.07,77.52,15.83,252,0.2,26968
Design Space,images/image_01447.png,images/analysis_01447.png,json/01447.json,1447,0,7.6,1.5 To 1.0,0.6,1,2,880.66,74.28,28.31,212,0.19,26968
Design Space,images/image_01448.png,images/analysis_01448.png,json/01448.json,1448,0,7.6,1.5 To 1.0,0.05,2,2,931.55,65.88,10.93,474,0.2,26968
Design Space,images/image_01449.png,images/analysis_01449.png,json/01449.json,1449,0,7.6,1.5 To 1.0,0.15,2,2,412.95,73.46,12.51,458,0.19,26968
Design Space,images/image_01450.png,images/analysis_01450.png,json/01450.json,1450,0,7.6,1.5 To 1.0,0.3,2,2,755.38,86.38,14.48,319,0.34,26968
Design Space,images/image_01451.png,images/analysis_01451.png,json/01451.json,1451,0,7.6,1.5 To 1.0,0.6,2,2,772.03,90.29,26.17,342,0.42,26968
Design Space,images/image_01452.png,images/analysis_01452.png,json/01452.json,1452,1,7.6,1.5 To 1.0,0.05,0,2,350.30,66.49,9.69,430,0.22,26968
Design Space,images/image_01453.png,images/analysis_01453.png,json/01453.json,1453,1,7.6,1.5 To 1.0,0.15,0,2,944.78,72.87,12.09,379,0.17,26968
Design Space,images/image_01454.png,images/analysis_01454.png,json/01454.json,1454,1,7.6,1.5 To 1.0,0.3,0,2,613.15,75.94,15.98,279,0.29,26968
Design Space,images/image_01455.png,images/analysis_01455.png,json/01455.json,1455,1,7.6,1.5 To 1.0,0.6,0,2,643.94,64.74,31.6,176,0.36,26968
Design Space,images/image_01456.png,images/analysis_01456.png,json/01456.json,1456,1,7.6,1.5 To 1.0,0.05,1,2,380.15,68.22,10.11,422,0.19,26968
Design Space,images/image_01457.png,images/analysis_01457.png,json/01457.json,1457,1,7.6,1.5 To 1.0,0.15,1,2,363.32,72.24,11.82,310,0.18,26968
Design Space,images/image_01458.png,images/analysis_01458.png,json/01458.json,1458,1,7.6,1.5 To 1.0,0.3,1,2,898.67,77.06,15.76,265,0.21,26968
Design Space,images/image_01459.png,images/analysis_01459.png,json/01459.json,1459,1,7.6,1.5 To 1.0,0.6,1,2,781.86,74.82,28.87,204,0.18,26968
Design Space,images/image_01460.png,images/analysis_01460.png,json/01460.json,1460,1,7.6,1.5 To 1.0,0.05,2,2,274.00,67.32,9.63,430,0.27,26968
Design Space,images/image_01461.png,images/analysis_01461.png,json/01461.json,1461,1,7.6,1.5 To 1.0,0.15,2,2,360.84,73.51,11.9,416,0.21,26968
Design Space,images/image_01462.png,images/analysis_01462.png,json/01462.json,1462,1,7.6,1.5 To 1.0,0.3,2,2,1056.69,83.49,14.45,348,0.34,26968
Design Space,images/image_01463.png,images/analysis_01463.png,json/01463.json,1463,1,7.6,1.5 To 1.0,0.6,2,2,976.55,92.41,26.85,353,0.39,26968
Design Space,images/image_01464.png,images/analysis_01464.png,json/01464.json,1464,2,7.6,1.5 To 1.0,0.05,0,2,508.37,69.86,9.56,438,0.17,26968
Design Space,images/image_01465.png,images/analysis_01465.png,json/01465.json,1465,2,7.6,1.5 To 1.0,0.15,0,2,687.80,78.61,11.85,340,0.22,26968
Design Space,images/image_01466.png,images/analysis_01466.png,json/01466.json,1466,2,7.6,1.5 To 1.0,0.3,0,2,738.93,79.52,15.87,287,0.25,26968
Design Space,images/image_01467.png,images/analysis_01467.png,json/01467.json,1467,2,7.6,1.5 To 1.0,0.6,0,2,611.65,72.54,29.89,221,0.39,26968
Design Space,images/image_01468.png,images/analysis_01468.png,json/01468.json,1468,2,7.6,1.5 To 1.0,0.05,1,2,750.43,69.81,9.47,416,0.21,26968
Design Space,images/image_01469.png,images/analysis_01469.png,json/01469.json,1469,2,7.6,1.5 To 1.0,0.15,1,2,902.26,74.89,11.27,332,0.2,26968
Design Space,images/image_01470.png,images/analysis_01470.png,json/01470.json,1470,2,7.6,1.5 To 1.0,0.3,1,2,1017.50,80.43,15.49,279,0.23,26968
Design Space,images/image_01471.png,images/analysis_01471.png,json/01471.json,1471,2,7.6,1.5 To 1.0,0.6,1,2,888.62,67.92,34.08,262,0.13,26968
Design Space,images/image_01472.png,images/analysis_01472.png,json/01472.json,1472,2,7.6,1.5 To 1.0,0.05,2,2,264.01,69.06,9.62,438,0.22,26968
Design Space,images/image_01473.png,images/analysis_01473.png,json/01473.json,1473,2,7.6,1.5 To 1.0,0.15,2,2,635.82,77.84,11.45,422,0.19,26968
Design Space,images/image_01474.png,images/analysis_01474.png,json/01474.json,1474,2,7.6,1.5 To 1.0,0.3,2,2,1113.69,91.14,13.78,362,0.38,26968
Design Space,images/image_01475.png,images/analysis_01475.png,json/01475.json,1475,2,7.6,1.5 To 1.0,0.6,2,2,521.04,96.88,26.11,412,0.39,26968
Design Space,images/image_01476.png,images/analysis_01476.png,json/01476.json,1476,3,7.6,1.5 To 1.0,0.05,0,2,559.29,68.34,8.84,440,0.17,26968
Design Space,images/image_01477.png,images/analysis_01477.png,json/01477.json,1477,3,7.6,1.5 To 1.0,0.15,0,2,660.24,77.19,11.84,379,0.22,26968
Design Space,images/image_01478.png,images/analysis_01478.png,json/01478.json,1478,3,7.6,1.5 To 1.0,0.3,0,2,402.30,79.04,16.42,299,0.28,26968
Design Space,images/image_01479.png,images/analysis_01479.png,json/01479.json,1479,3,7.6,1.5 To 1.0,0.6,0,2,493.85,69.59,30.86,218,0.37,26968
Design Space,images/image_01480.png,images/analysis_01480.png,json/01480.json,1480,3,7.6,1.5 To 1.0,0.05,1,2,202.27,70.54,8.89,413,0.21,26968
Design Space,images/image_01481.png,images/analysis_01481.png,json/01481.json,1481,3,7.6,1.5 To 1.0,0.15,1,2,291.62,75.51,11.46,316,0.17,26968
Design Space,images/image_01482.png,images/analysis_01482.png,json/01482.json,1482,3,7.6,1.5 To 1.0,0.3,1,2,630.24,79.69,15.82,290,0.17,26968
Design Space,images/image_01483.png,images/analysis_01483.png,json/01483.json,1483,3,7.6,1.5 To 1.0,0.6,1,2,928.66,68.74,31.88,258,0.17,26968
Design Space,images/image_01484.png,images/analysis_01484.png,json/01484.json,1484,3,7.6,1.5 To 1.0,0.05,2,2,757.06,68.75,8.95,455,0.21,26968
Design Space,images/image_01485.png,images/analysis_01485.png,json/01485.json,1485,3,7.6,1.5 To 1.0,0.15,2,2,926.89,79.26,11.82,397,0.22,26968
Design Space,images/image_01486.png,images/analysis_01486.png,json/01486.json,1486,3,7.6,1.5 To 1.0,0.3,2,2,1004.83,89.54,14.11,377,0.32,26968
Design Space,images/image_01487.png,images/analysis_01487.png,json/01487.json,1487,3,7.6,1.5 To 1.0,0.6,2,2,1118.02,92.67,24.33,334,0.39,26968
Design Space,images/image_01488.png,images/analysis_01488.png,json/01488.json,1488,4,7.6,1.5 To 1.0,0.05,0,2,767.92,64.64,9.01,336,0.25,26968
Design Space,images/image_01489.png,images/analysis_01489.png,json/01489.json,1489,4,7.6,1.5 To 1.0,0.15,0,2,929.68,73.41,11.02,294,0.24,26968
Design Space,images/image_01490.png,images/analysis_01490.png,json/01490.json,1490,4,7.6,1.5 To 1.0,0.3,0,2,642.49,79.82,15.22,267,0.25,26968
Design Space,images/image_01491.png,images/analysis_01491.png,json/01491.json,1491,4,7.6,1.5 To 1.0,0.6,0,2,558.62,77.05,29.23,188,0.42,26968
Design Space,images/image_01492.png,images/analysis_01492.png,json/01492.json,1492,4,7.6,1.5 To 1.0,0.05,1,2,386.26,65.64,8.77,336,0.28,26968
Design Space,images/image_01493.png,images/analysis_01493.png,json/01493.json,1493,4,7.6,1.5 To 1.0,0.15,1,2,775.76,74,10.99,285,0.26,26968
Design Space,images/image_01494.png,images/analysis_01494.png,json/01494.json,1494,4,7.6,1.5 To 1.0,0.3,1,2,1080.72,79.17,15.36,249,0.23,26968
Design Space,images/image_01495.png,images/analysis_01495.png,json/01495.json,1495,4,7.6,1.5 To 1.0,0.6,1,2,681.23,76.21,28.94,187,0.2,26968
Design Space,images/image_01496.png,images/analysis_01496.png,json/01496.json,1496,4,7.6,1.5 To 1.0,0.05,2,2,1003.50,65.87,9.44,346,0.27,26968
Design Space,images/image_01497.png,images/analysis_01497.png,json/01497.json,1497,4,7.6,1.5 To 1.0,0.15,2,2,353.46,78.09,10.8,335,0.26,26968
Design Space,images/image_01498.png,images/analysis_01498.png,json/01498.json,1498,4,7.6,1.5 To 1.0,0.3,2,2,1179.14,87.13,14.37,305,0.35,26968
Design Space,images/image_01499.png,images/analysis_01499.png,json/01499.json,1499,4,7.6,1.5 To 1.0,0.6,2,2,1055.81,95.19,22.56,276,0.49,26968
Design Space,images/image_01500.png,images/analysis_01500.png,json/01500.json,1500,5,7.6,1.5 To 1.0,0.05,0,2,558.35,65.3,9.17,385,0.28,26968
Design Space,images/image_01501.png,images/analysis_01501.png,json/01501.json,1501,5,7.6,1.5 To 1.0,0.15,0,2,579.65,73.94,11.44,311,0.3,26968
Design Space,images/image_01502.png,images/analysis_01502.png,json/01502.json,1502,5,7.6,1.5 To 1.0,0.3,0,2,889.54,78.41,15.76,240,0.32,26968
Design Space,images/image_01503.png,images/analysis_01503.png,json/01503.json,1503,5,7.6,1.5 To 1.0,0.6,0,2,998.71,75.34,24.97,185,0.43,26968
Design Space,images/image_01504.png,images/analysis_01504.png,json/01504.json,1504,5,7.6,1.5 To 1.0,0.05,1,2,849.35,68.71,9.14,371,0.28,26968
Design Space,images/image_01505.png,images/analysis_01505.png,json/01505.json,1505,5,7.6,1.5 To 1.0,0.15,1,2,257.39,73.01,10.77,299,0.25,26968
Design Space,images/image_01506.png,images/analysis_01506.png,json/01506.json,1506,5,7.6,1.5 To 1.0,0.3,1,2,441.48,76.98,14.82,206,0.22,26968
Design Space,images/image_01507.png,images/analysis_01507.png,json/01507.json,1507,5,7.6,1.5 To 1.0,0.6,1,2,784.65,68.25,31.3,193,0.2,26968
Design Space,images/image_01508.png,images/analysis_01508.png,json/01508.json,1508,5,7.6,1.5 To 1.0,0.05,2,2,670.22,69.84,9.14,386,0.27,26968
Design Space,images/image_01509.png,images/analysis_01509.png,json/01509.json,1509,5,7.6,1.5 To 1.0,0.15,2,2,303.71,74.72,10.77,357,0.27,26968
Design Space,images/image_01510.png,images/analysis_01510.png,json/01510.json,1510,5,7.6,1.5 To 1.0,0.3,2,2,794.42,84.21,14.16,323,0.34,26968
Design Space,images/image_01511.png,images/analysis_01511.png,json/01511.json,1511,5,7.6,1.5 To 1.0,0.6,2,2,1184.60,90.64,24.18,293,0.42,26968
Design Space,images/image_01512.png,images/analysis_01512.png,json/01512.json,1512,0,9,1.5 To 1.0,0.05,0,0,251.98,71.16,10.91,475,0.18,31935
Design Space,images/image_01513.png,images/analysis_01513.png,json/01513.json,1513,0,9,1.5 To 1.0,0.15,0,0,605.27,73.86,11.23,371,0.2,31935
Design Space,images/image_01514.png,images/analysis_01514.png,json/01514.json,1514,0,9,1.5 To 1.0,0.3,0,0,635.84,68.99,14.66,294,0.25,31935
Design Space,images/image_01515.png,images/analysis_01515.png,json/01515.json,1515,0,9,1.5 To 1.0,0.6,0,0,576.42,59.87,22.72,190,0.37,31935
Design Space,images/image_01516.png,images/analysis_01516.png,json/01516.json,1516,0,9,1.5 To 1.0,0.05,1,0,493.54,71.64,11.28,457,0.21,31935
Design Space,images/image_01517.png,images/analysis_01517.png,json/01517.json,1517,0,9,1.5 To 1.0,0.15,1,0,348.05,71.49,12.09,364,0.22,31935
Design Space,images/image_01518.png,images/analysis_01518.png,json/01518.json,1518,0,9,1.5 To 1.0,0.3,1,0,486.71,68.02,14.26,291,0.23,31935
Design Space,images/image_01519.png,images/analysis_01519.png,json/01519.json,1519,0,9,1.5 To 1.0,0.6,1,0,669.79,59.14,22.46,217,0.16,31935
Design Space,images/image_01520.png,images/analysis_01520.png,json/01520.json,1520,0,9,1.5 To 1.0,0.05,2,0,683.69,72.89,10.92,489,0.18,31935
Design Space,images/image_01521.png,images/analysis_01521.png,json/01521.json,1521,0,9,1.5 To 1.0,0.15,2,0,1124.37,75.29,12.54,428,0.2,31935
Design Space,images/image_01522.png,images/analysis_01522.png,json/01522.json,1522,0,9,1.5 To 1.0,0.3,2,0,881.48,78.01,14.89,444,0.2,31935
Design Space,images/image_01523.png,images/analysis_01523.png,json/01523.json,1523,0,9,1.5 To 1.0,0.6,2,0,1230.52,86.73,18.92,377,0.37,31935
Design Space,images/image_01524.png,images/analysis_01524.png,json/01524.json,1524,1,9,1.5 To 1.0,0.05,0,0,841.61,63.68,11.46,486,0.17,31935
Design Space,images/image_01525.png,images/analysis_01525.png,json/01525.json,1525,1,9,1.5 To 1.0,0.15,0,0,660.28,65.49,12.93,387,0.18,31935
Design Space,images/image_01526.png,images/analysis_01526.png,json/01526.json,1526,1,9,1.5 To 1.0,0.3,0,0,1003.88,59.55,18.08,305,0.26,31935
Design Space,images/image_01527.png,images/analysis_01527.png,json/01527.json,1527,1,9,1.5 To 1.0,0.6,0,0,818.75,52.68,25.79,199,0.35,31935
Design Space,images/image_01528.png,images/analysis_01528.png,json/01528.json,1528,1,9,1.5 To 1.0,0.05,1,0,596.01,64.31,13.07,460,0.16,31935
Design Space,images/image_01529.png,images/analysis_01529.png,json/01529.json,1529,1,9,1.5 To 1.0,0.15,1,0,1071.54,61.7,14.58,358,0.15,31935
Design Space,images/image_01530.png,images/analysis_01530.png,json/01530.json,1530,1,9,1.5 To 1.0,0.3,1,0,1127.94,62.13,16.99,304,0.18,31935
Design Space,images/image_01531.png,images/analysis_01531.png,json/01531.json,1531,1,9,1.5 To 1.0,0.6,1,0,823.69,55.69,24.62,212,0.16,31935
Design Space,images/image_01532.png,images/analysis_01532.png,json/01532.json,1532,1,9,1.5 To 1.0,0.05,2,0,869.84,65.2,11.35,473,0.16,31935
Design Space,images/image_01533.png,images/analysis_01533.png,json/01533.json,1533,1,9,1.5 To 1.0,0.15,2,0,1021.27,68.79,13.78,411,0.2,31935
Design Space,images/image_01534.png,images/analysis_01534.png,json/01534.json,1534,1,9,1.5 To 1.0,0.3,2,0,321.82,72.31,15.81,390,0.27,31935
Design Space,images/image_01535.png,images/analysis_01535.png,json/01535.json,1535,1,9,1.5 To 1.0,0.6,2,0,445.32,88.95,19.62,344,0.52,31935
Design Space,images/image_01536.png,images/analysis_01536.png,json/01536.json,1536,2,9,1.5 To 1.0,0.05,0,0,598.51,68.19,10.58,473,0.17,31935
Design Space,images/image_01537.png,images/analysis_01537.png,json/01537.json,1537,2,9,1.5 To 1.0,0.15,0,0,631.14,67.11,13.26,393,0.2,31935
Design Space,images/image_01538.png,images/analysis_01538.png,json/01538.json,1538,2,9,1.5 To 1.0,0.3,0,0,553.53,63.58,16.32,321,0.23,31935
Design Space,images/image_01539.png,images/analysis_01539.png,json/01539.json,1539,2,9,1.5 To 1.0,0.6,0,0,701.56,54.19,26.36,226,0.41,31935
Design Space,images/image_01540.png,images/analysis_01540.png,json/01540.json,1540,2,9,1.5 To 1.0,0.05,1,0,880.72,67.7,10.44,438,0.15,31935
Design Space,images/image_01541.png,images/analysis_01541.png,json/01541.json,1541,2,9,1.5 To 1.0,0.15,1,0,877.54,66.03,13.23,358,0.15,31935
Design Space,images/image_01542.png,images/analysis_01542.png,json/01542.json,1542,2,9,1.5 To 1.0,0.3,1,0,723.62,63.99,16.38,306,0.17,31935
Design Space,images/image_01543.png,images/analysis_01543.png,json/01543.json,1543,2,9,1.5 To 1.0,0.6,1,0,678.48,51.61,27.61,218,0.15,31935
Design Space,images/image_01544.png,images/analysis_01544.png,json/01544.json,1544,2,9,1.5 To 1.0,0.05,2,0,573.08,67.71,10.76,465,0.13,31935
Design Space,images/image_01545.png,images/analysis_01545.png,json/01545.json,1545,2,9,1.5 To 1.0,0.15,2,0,1019.26,69.65,13.66,422,0.22,31935
Design Space,images/image_01546.png,images/analysis_01546.png,json/01546.json,1546,2,9,1.5 To 1.0,0.3,2,0,1115.47,73.49,15.51,419,0.31,31935
Design Space,images/image_01547.png,images/analysis_01547.png,json/01547.json,1547,2,9,1.5 To 1.0,0.6,2,0,573.17,82.97,20.96,362,0.45,31935
Design Space,images/image_01548.png,images/analysis_01548.png,json/01548.json,1548,3,9,1.5 To 1.0,0.05,0,0,195.82,67.41,10.48,474,0.09,31935
Design Space,images/image_01549.png,images/analysis_01549.png,json/01549.json,1549,3,9,1.5 To 1.0,0.15,0,0,826.00,67.48,12.4,439,0.14,31935
Design Space,images/image_01550.png,images/analysis_01550.png,json/01550.json,1550,3,9,1.5 To 1.0,0.3,0,0,549.44,61.05,16.65,339,0.28,31935
Design Space,images/image_01551.png,images/analysis_01551.png,json/01551.json,1551,3,9,1.5 To 1.0,0.6,0,0,635.44,51.76,25.14,232,0.34,31935
Design Space,images/image_01552.png,images/analysis_01552.png,json/01552.json,1552,3,9,1.5 To 1.0,0.05,1,0,561.76,67.66,12.32,463,0.14,31935
Design Space,images/image_01553.png,images/analysis_01553.png,json/01553.json,1553,3,9,1.5 To 1.0,0.15,1,0,512.98,65.62,13.45,367,0.16,31935
Design Space,images/image_01554.png,images/analysis_01554.png,json/01554.json,1554,3,9,1.5 To 1.0,0.3,1,0,1075.42,63.24,16.72,322,0.15,31935
Design Space,images/image_01555.png,images/analysis_01555.png,json/01555.json,1555,3,9,1.5 To 1.0,0.6,1,0,853.23,50.34,27.19,238,0.16,31935
Design Space,images/image_01556.png,images/analysis_01556.png,json/01556.json,1556,3,9,1.5 To 1.0,0.05,2,0,535.56,67.97,10.46,494,0.13,31935
Design Space,images/image_01557.png,images/analysis_01557.png,json/01557.json,1557,3,9,1.5 To 1.0,0.15,2,0,698.86,72.47,12.3,444,0.21,31935
Design Space,images/image_01558.png,images/analysis_01558.png,json/01558.json,1558,3,9,1.5 To 1.0,0.3,2,0,1289.78,75.42,15.58,446,0.3,31935
Design Space,images/image_01559.png,images/analysis_01559.png,json/01559.json,1559,3,9,1.5 To 1.0,0.6,2,0,50.94,83.96,20.62,373,0.45,31935
Design Space,images/image_01560.png,images/analysis_01560.png,json/01560.json,1560,4,9,1.5 To 1.0,0.05,0,0,917.11,61.89,10.59,398,0.2,31935
Design Space,images/image_01561.png,images/analysis_01561.png,json/01561.json,1561,4,9,1.5 To 1.0,0.15,0,0,591.47,63.71,12.25,357,0.24,31935
Design Space,images/image_01562.png,images/analysis_01562.png,json/01562.json,1562,4,9,1.5 To 1.0,0.3,0,0,1009.77,62.61,17.05,317,0.24,31935
Design Space,images/image_01563.png,images/analysis_01563.png,json/01563.json,1563,4,9,1.5 To 1.0,0.6,0,0,547.31,51.68,26.06,218,0.42,31935
Design Space,images/image_01564.png,images/analysis_01564.png,json/01564.json,1564,4,9,1.5 To 1.0,0.05,1,0,441.82,63.79,10.83,395,0.24,31935
Design Space,images/image_01565.png,images/analysis_01565.png,json/01565.json,1565,4,9,1.5 To 1.0,0.15,1,0,949.61,64.52,14.29,353,0.22,31935
Design Space,images/image_01566.png,images/analysis_01566.png,json/01566.json,1566,4,9,1.5 To 1.0,0.3,1,0,1059.80,62.01,16.9,301,0.24,31935
Design Space,images/image_01567.png,images/analysis_01567.png,json/01567.json,1567,4,9,1.5 To 1.0,0.6,1,0,777.78,56.17,24.39,224,0.22,31935
Design Space,images/image_01568.png,images/analysis_01568.png,json/01568.json,1568,4,9,1.5 To 1.0,0.05,2,0,298.33,62.05,10.6,405,0.24,31935
Design Space,images/image_01569.png,images/analysis_01569.png,json/01569.json,1569,4,9,1.5 To 1.0,0.15,2,0,631.54,68.8,13.52,422,0.23,31935
Design Space,images/image_01570.png,images/analysis_01570.png,json/01570.json,1570,4,9,1.5 To 1.0,0.3,2,0,1053.94,77.06,14.78,415,0.27,31935
Design Space,images/image_01571.png,images/analysis_01571.png,json/01571.json,1571,4,9,1.5 To 1.0,0.6,2,0,1218.15,82.75,21.32,395,0.49,31935
Design Space,images/image_01572.png,images/analysis_01572.png,json/01572.json,1572,5,9,1.5 To 1.0,0.05,0,0,846.76,66.31,10.73,435,0.22,31935
Design Space,images/image_01573.png,images/analysis_01573.png,json/01573.json,1573,5,9,1.5 To 1.0,0.15,0,0,369.39,65.05,12.65,381,0.24,31935
Design Space,images/image_01574.png,images/analysis_01574.png,json/01574.json,1574,5,9,1.5 To 1.0,0.3,0,0,656.91,59.8,17.04,268,0.35,31935
Design Space,images/image_01575.png,images/analysis_01575.png,json/01575.json,1575,5,9,1.5 To 1.0,0.6,0,0,1035.31,54.39,25.6,211,0.45,31935
Design Space,images/image_01576.png,images/analysis_01576.png,json/01576.json,1576,5,9,1.5 To 1.0,0.05,1,0,338.90,64.28,12.95,440,0.21,31935
Design Space,images/image_01577.png,images/analysis_01577.png,json/01577.json,1577,5,9,1.5 To 1.0,0.15,1,0,924.73,62.57,14.55,359,0.18,31935
Design Space,images/image_01578.png,images/analysis_01578.png,json/01578.json,1578,5,9,1.5 To 1.0,0.3,1,0,686.50,59.71,17.71,279,0.21,31935
Design Space,images/image_01579.png,images/analysis_01579.png,json/01579.json,1579,5,9,1.5 To 1.0,0.6,1,0,782.06,50.85,25.31,188,0.17,31935
Design Space,images/image_01580.png,images/analysis_01580.png,json/01580.json,1580,5,9,1.5 To 1.0,0.05,2,0,708.24,67.21,10.69,430,0.24,31935
Design Space,images/image_01581.png,images/analysis_01581.png,json/01581.json,1581,5,9,1.5 To 1.0,0.15,2,0,770.02,70.04,13.56,430,0.22,31935
Design Space,images/image_01582.png,images/analysis_01582.png,json/01582.json,1582,5,9,1.5 To 1.0,0.3,2,0,996.44,74,15.08,425,0.33,31935
Design Space,images/image_01583.png,images/analysis_01583.png,json/01583.json,1583,5,9,1.5 To 1.0,0.6,2,0,485.79,87.39,19.21,360,0.55,31935
Design Space,images/image_01584.png,images/analysis_01584.png,json/01584.json,1584,0,9,1.5 To 1.0,0.05,0,1,1004.08,72.77,9.65,412,0.2,31935
Design Space,images/image_01585.png,images/analysis_01585.png,json/01585.json,1585,0,9,1.5 To 1.0,0.15,0,1,839.39,75.19,10.76,351,0.24,31935
Design Space,images/image_01586.png,images/analysis_01586.png,json/01586.json,1586,0,9,1.5 To 1.0,0.3,0,1,259.83,75.13,13.98,248,0.26,31935
Design Space,images/image_01587.png,images/analysis_01587.png,json/01587.json,1587,0,9,1.5 To 1.0,0.6,0,1,466.26,66.69,26.2,177,0.38,31935
Design Space,images/image_01588.png,images/analysis_01588.png,json/01588.json,1588,0,9,1.5 To 1.0,0.05,1,1,959.99,74.71,10.88,409,0.24,31935
Design Space,images/image_01589.png,images/analysis_01589.png,json/01589.json,1589,0,9,1.5 To 1.0,0.15,1,1,534.25,75.26,11.96,321,0.23,31935
Design Space,images/image_01590.png,images/analysis_01590.png,json/01590.json,1590,0,9,1.5 To 1.0,0.3,1,1,539.27,77.34,13.59,243,0.2,31935
Design Space,images/image_01591.png,images/analysis_01591.png,json/01591.json,1591,0,9,1.5 To 1.0,0.6,1,1,1160.16,73.9,22.89,195,0.22,31935
Design Space,images/image_01592.png,images/analysis_01592.png,json/01592.json,1592,0,9,1.5 To 1.0,0.05,2,1,602.28,73.15,9.65,409,0.24,31935
Design Space,images/image_01593.png,images/analysis_01593.png,json/01593.json,1593,0,9,1.5 To 1.0,0.15,2,1,966.78,80.55,11.6,407,0.22,31935
Design Space,images/image_01594.png,images/analysis_01594.png,json/01594.json,1594,0,9,1.5 To 1.0,0.3,2,1,864.02,87.37,12.46,304,0.34,31935
Design Space,images/image_01595.png,images/analysis_01595.png,json/01595.json,1595,0,9,1.5 To 1.0,0.6,2,1,1273.52,89.95,20.6,332,0.41,31935
Design Space,images/image_01596.png,images/analysis_01596.png,json/01596.json,1596,1,9,1.5 To 1.0,0.05,0,1,306.03,73.53,9.29,387,0.18,31935
Design Space,images/image_01597.png,images/analysis_01597.png,json/01597.json,1597,1,9,1.5 To 1.0,0.15,0,1,575.56,75.29,10.62,333,0.19,31935
Design Space,images/image_01598.png,images/analysis_01598.png,json/01598.json,1598,1,9,1.5 To 1.0,0.3,0,1,209.77,75.1,13.69,276,0.3,31935
Design Space,images/image_01599.png,images/analysis_01599.png,json/01599.json,1599,1,9,1.5 To 1.0,0.6,0,1,531.75,62.97,26.15,174,0.37,31935
Design Space,images/image_01600.png,images/analysis_01600.png,json/01600.json,1600,1,9,1.5 To 1.0,0.05,1,1,739.89,74.13,10.52,382,0.21,31935
Design Space,images/image_01601.png,images/analysis_01601.png,json/01601.json,1601,1,9,1.5 To 1.0,0.15,1,1,543.01,73.66,11.99,290,0.18,31935
Design Space,images/image_01602.png,images/analysis_01602.png,json/01602.json,1602,1,9,1.5 To 1.0,0.3,1,1,974.23,76.77,13.27,252,0.17,31935
Design Space,images/image_01603.png,images/analysis_01603.png,json/01603.json,1603,1,9,1.5 To 1.0,0.6,1,1,731.43,70.53,24.6,196,0.17,31935
Design Space,images/image_01604.png,images/analysis_01604.png,json/01604.json,1604,1,9,1.5 To 1.0,0.05,2,1,955.47,73.85,9.3,393,0.19,31935
Design Space,images/image_01605.png,images/analysis_01605.png,json/01605.json,1605,1,9,1.5 To 1.0,0.15,2,1,952.59,79.19,11.35,381,0.2,31935
Design Space,images/image_01606.png,images/analysis_01606.png,json/01606.json,1606,1,9,1.5 To 1.0,0.3,2,1,542.33,84.75,12.2,338,0.31,31935
Design Space,images/image_01607.png,images/analysis_01607.png,json/01607.json,1607,1,9,1.5 To 1.0,0.6,2,1,1231.03,91.33,22.12,340,0.4,31935
Design Space,images/image_01608.png,images/analysis_01608.png,json/01608.json,1608,2,9,1.5 To 1.0,0.05,0,1,774.99,78.52,9.12,387,0.18,31935
Design Space,images/image_01609.png,images/analysis_01609.png,json/01609.json,1609,2,9,1.5 To 1.0,0.15,0,1,517.38,78.28,11.27,342,0.2,31935
Design Space,images/image_01610.png,images/analysis_01610.png,json/01610.json,1610,2,9,1.5 To 1.0,0.3,0,1,399.95,76.8,13.53,295,0.27,31935
Design Space,images/image_01611.png,images/analysis_01611.png,json/01611.json,1611,2,9,1.5 To 1.0,0.6,0,1,639.29,70.6,23.62,217,0.4,31935
Design Space,images/image_01612.png,images/analysis_01612.png,json/01612.json,1612,2,9,1.5 To 1.0,0.05,1,1,459.20,78.68,9.15,384,0.17,31935
Design Space,images/image_01613.png,images/analysis_01613.png,json/01613.json,1613,2,9,1.5 To 1.0,0.15,1,1,199.25,77.13,11.26,323,0.2,31935
Design Space,images/image_01614.png,images/analysis_01614.png,json/01614.json,1614,2,9,1.5 To 1.0,0.3,1,1,924.83,74.82,13.14,274,0.2,31935
Design Space,images/image_01615.png,images/analysis_01615.png,json/01615.json,1615,2,9,1.5 To 1.0,0.6,1,1,893.20,66.27,26.68,236,0.12,31935
Design Space,images/image_01616.png,images/analysis_01616.png,json/01616.json,1616,2,9,1.5 To 1.0,0.05,2,1,645.43,77.58,9.17,389,0.21,31935
Design Space,images/image_01617.png,images/analysis_01617.png,json/01617.json,1617,2,9,1.5 To 1.0,0.15,2,1,311.87,78.87,11.27,397,0.21,31935
Design Space,images/image_01618.png,images/analysis_01618.png,json/01618.json,1618,2,9,1.5 To 1.0,0.3,2,1,779.57,89.34,12.13,355,0.35,31935
Design Space,images/image_01619.png,images/analysis_01619.png,json/01619.json,1619,2,9,1.5 To 1.0,0.6,2,1,892.39,95.81,20.61,404,0.37,31935
Design Space,images/image_01620.png,images/analysis_01620.png,json/01620.json,1620,3,9,1.5 To 1.0,0.05,0,1,193.00,78.26,9.58,404,0.13,31935
